标题,字段1_链接_链接,ABOUT,TIME,AUTHOR,COMMENTS,Unnamed: 6
Helios And Matheson: Just Keep Selling,https://seekingalpha.com/article/4191405-helios-matheson-just-keep-selling,HMNY," Jul. 27, 2018, 4:54 PM ", Bill Maurer,51 Comments,
CNFinance Files For $200 Million U.S. IPO,https://seekingalpha.com/article/4191380-cnfinance-files-200-million-u-s-ipo,CNF," Jul. 27, 2018, 3:36 PM ", Donovan Jones,,
Tesla Vs. Ford: Inventory Transparency,https://seekingalpha.com/article/4191328-tesla-vs-ford-inventory-transparency,TSLA," Jul. 27, 2018, 2:58 PM ", Anton Wahlman,136 Comments,
Axcelis Technology Inc. Is Accelerating,https://seekingalpha.com/article/4191252-axcelis-technology-inc-accelerating,ACLS," Jul. 27, 2018, 2:10 PM ", Michael Vinci,10 Comments,
Nestle: Let's Address The Elephant In The Room,https://seekingalpha.com/article/4191239-nestle-address-elephant-room,NSRGY," Jul. 27, 2018, 2:00 PM ", Aleksey Razdolgin,17 Comments,
United Microelectronics Has Big Plans,https://seekingalpha.com/article/4191206-united-microelectronics-big-plans,UMC," Jul. 27, 2018, 1:17 PM ", Shareholders Unite,9 Comments,
PayPal: A Mega Growth Company Hitting A Speed Bump,https://seekingalpha.com/article/4191204-paypal-mega-growth-company-hitting-speed-bump,PYPL," Jul. 27, 2018, 1:15 PM ", L&F Capital Management,15 Comments,
"PDL Biopharma: Sum-Of-The-Parts Analysis Suggests Downside Protection, And Optionality On Private Equity Investments",https://seekingalpha.com/article/4191196-pdl-biopharma-sum-parts-analysis-suggests-downside-protection-optionality-private-equity,PDLI," Jul. 27, 2018, 12:31 PM ", Orange Ranger,13 Comments,
Zoetis: New Record Highs Coming,https://seekingalpha.com/article/4191195-zoetis-new-record-highs-coming,ZTS," Jul. 27, 2018, 12:31 PM ", ChartMasterPro,7 Comments,
Rounds Report: Nektar Rallies Subsequent To An Overweight Rating By Piper Jaffray,https://seekingalpha.com/article/4191193-rounds-report-nektar-rallies-subsequent-overweight-rating-piper-jaffray,NKTR," Jul. 27, 2018, 12:13 PM ", BioSci Capital Partners,12 Comments,
How Low Can Helios And Matheson Analytics Go?,https://seekingalpha.com/article/4191175-low-can-helios-matheson-analytics-go,HMNY," Jul. 27, 2018, 11:55 AM ", iWatchMarkets,80 Comments,
Emerge Energy Should Play Catch-Up With Hi-Crush,https://seekingalpha.com/article/4191179-emerge-energy-play-catch-hi-crush,EMES," Jul. 27, 2018, 11:29 AM ", Todd Akin,79 Comments,
RenaissanceRe's Strong Risk Modeling Comes Through Yet Again,https://seekingalpha.com/article/4191177-renaissanceres-strong-risk-modeling-comes-yet,RNR," Jul. 27, 2018, 11:27 AM "," Stephen Simpson, CFA",2 Comments,
Dutch Moat Builder Boskalis Has A Wide Moat,https://seekingalpha.com/article/4191174-dutch-moat-builder-boskalis-wide-moat,RBWNY," Jul. 27, 2018, 11:21 AM ", Holmes Osborne,9 Comments,
Facebook: Insanity Prevails,https://seekingalpha.com/article/4191165-facebook-insanity-prevails,FB," Jul. 27, 2018, 11:18 AM ", Michael Wiggins De Oliveira,218 Comments,
I Still Believe In Sierra Wireless,https://seekingalpha.com/article/4191173-still-believe-sierra-wireless,SWIR," Jul. 27, 2018, 11:15 AM ", Caleb Jensema,49 Comments,
Apple's Real Value Today,https://seekingalpha.com/article/4191169-apples-real-value-today,AAPL," Jul. 27, 2018, 11:05 AM ", J. M. Manness,141 Comments,
Silver: The Best (And Only) Opportunity Today,https://seekingalpha.com/article/4191159-silver-best-opportunity-today,"SILJ, SLV"," Jul. 27, 2018, 11:04 AM ", Nairu Capital,36 Comments,
Strong Buy Rating On An Energy Stock With 7% Dividend And 20% Upside Potential,https://seekingalpha.com/article/4191167-strong-buy-rating-energy-stock-7-percent-dividend-20-percent-upside-potential,CVI," Jul. 27, 2018, 10:57 AM ", Bruce Faitsch,10 Comments,
Points International: A Solid Long-Term Bet,https://seekingalpha.com/article/4191164-points-international-solid-long-term-bet,PCOM," Jul. 27, 2018, 10:45 AM ", Anuj Dhawan,20 Comments,
Mastercard: It Will Keep Going Higher,https://seekingalpha.com/article/4191163-mastercard-will-keep-going-higher,MA," Jul. 27, 2018, 10:43 AM ", Quad 7 Capital,15 Comments,
Chesapeake Energy Corp.: Strong Buy,https://seekingalpha.com/article/4191158-chesapeake-energy-corp-strong-buy,CHK," Jul. 27, 2018, 10:32 AM ", Achilles Research,41 Comments,
Signs Of Life For Strattec,https://seekingalpha.com/article/4191156-signs-life-strattec,Editors' Pick , STRT," Jul. 27, 2018, 10:23 AM ", Matt Hylland,5 Comments
Northrop Grumman: Looks Attractive After Earnings Pullback,https://seekingalpha.com/article/4191146-northrop-grumman-looks-attractive-earnings-pullback,NOC," Jul. 27, 2018, 10:01 AM ", Dylan Quintilone,8 Comments,
General Motors: Gift Wrapped,https://seekingalpha.com/article/4191139-general-motors-gift-wrapped,GM," Jul. 27, 2018, 9:37 AM ", Stone Fox Capital,32 Comments,
Jack In The Box: Time To Buy,https://seekingalpha.com/article/4191133-jack-box-time-buy,JACK," Jul. 27, 2018, 9:31 AM ", ChartMasterPro,1 Comment,
Enphase Energy: A Sham Turnaround,https://seekingalpha.com/article/4190866-enphase-energy-sham-turnaround,Editors' Pick , ENPH," Jul. 27, 2018, 9:30 AM ", Prescience Point,223 Comments
My Thoughts On PulteGroup's Second Quarter Results,https://seekingalpha.com/article/4191110-thoughts-pultegroups-second-quarter-results,PHM," Jul. 27, 2018, 9:17 AM ", Leo Nelissen,4 Comments,
Crescent Point Q2 2018: I Don't Agree With The Market,https://seekingalpha.com/article/4191105-crescent-point-q2-2018-agree-market,CPG," Jul. 27, 2018, 9:08 AM ", Hervé Blandin,105 Comments,
The Battle For Deposits Slows The Financial Sector's Desire For Earnings Growth,https://seekingalpha.com/article/4191102-battle-deposits-slows-financial-sectors-desire-earnings-growth,WASH," Jul. 27, 2018, 9:07 AM ", Matthew Utesch,2 Comments,
Tencent: Oversold,https://seekingalpha.com/article/4191100-tencent-oversold,"TCEHY, TCTZF"," Jul. 27, 2018, 9:03 AM ", ALT Perspective,151 Comments,
Revisiting Baker Hughes,https://seekingalpha.com/article/4191109-revisiting-baker-hughes,BHGE," Jul. 27, 2018, 8:44 AM ", Stone Fox Capital,11 Comments,
Chesapeake Financial: A Growing Bank Missed By Wall Street,https://seekingalpha.com/article/4191104-chesapeake-financial-growing-bank-missed-wall-street,CPKF," Jul. 27, 2018, 8:37 AM "," Robert Leonard, CMA",2 Comments,
Chubb Still Offers Some Value As The U.S. Market Improves,https://seekingalpha.com/article/4191103-chubb-still-offers-value-u-s-market-improves,CB," Jul. 27, 2018, 8:37 AM "," Stephen Simpson, CFA",3 Comments,
Facebook Share Price Drop Is A Shocker...And An Opportunity,https://seekingalpha.com/article/4191097-facebook-share-price-drop-shocker-opportunity,FB," Jul. 27, 2018, 8:30 AM "," Timur Mirzaev, CFA",48 Comments,
World Fuel Services Inc.: Unequivocally A Buy At $23 (Or Better) After Q2 2018 Results,https://seekingalpha.com/article/4191094-world-fuel-services-inc-unequivocally-buy-23-better-q2-2018-results,INT," Jul. 27, 2018, 8:13 AM ", Courage & Conviction Investing,19 Comments,
Tilray: The IPO That Checks All The Boxes,https://seekingalpha.com/article/4191093-tilray-ipo-checks-boxes,TLRY," Jul. 27, 2018, 8:12 AM ", Cornerstone Investments,27 Comments,
Tenable: Exciting Cybersecurity IPO,https://seekingalpha.com/article/4191091-tenable-exciting-cybersecurity-ipo,TENB," Jul. 27, 2018, 8:09 AM ", Gary Alexander,16 Comments,
Will Fitbit Help Investors Record Gains?,https://seekingalpha.com/article/4191085-will-fitbit-help-investors-record-gains,FIT," Jul. 27, 2018, 8:05 AM ", Michael Henage,35 Comments,
"3 Things In Biotech, July 27: The Third Strike For A Key AstraZeneca Drug",https://seekingalpha.com/article/4191063-3-things-biotech-july-27-third-strike-key-astrazeneca-drug,"AZN, BMY, MRK"," Jul. 27, 2018, 8:00 AM ", Zach Hartman,6 Comments,
Stock Exchange: How Does Earnings Season Impact Your Trades?,https://seekingalpha.com/article/4191077-stock-exchange-earnings-season-impact-trades,"FB, NFLX"," Jul. 27, 2018, 6:36 AM ", Jeff Miller,8 Comments,
"Tenable - Cybersecurity Play, Safe Investment?",https://seekingalpha.com/article/4191071-tenable-cybersecurity-play-safe-investment,TENB," Jul. 27, 2018, 6:09 AM ", The Value Investor,3 Comments,
Gilead Sciences: Stabilisation In Sight,https://seekingalpha.com/article/4191064-gilead-sciences-stabilisation-sight,GILD," Jul. 27, 2018, 5:24 AM ", The Value Investor,30 Comments,
Cerner Corp. Will Continue To Thrive,https://seekingalpha.com/article/4191061-cerner-corp-will-continue-thrive,CERN," Jul. 27, 2018, 5:14 AM ", Eric Nickolaison,,
Chesapeake Energy Is A Strong Buy On $2 Billion Utica Shale Deal,https://seekingalpha.com/article/4191053-chesapeake-energy-strong-buy-2-billion-utica-shale-deal,CHK," Jul. 27, 2018, 4:02 AM ", Giovanni DiMauro,54 Comments,
"Your Daily Pharma Scoop: Biohaven In Pivotal Stage, Merck Trial Positive, FDA Waives EyeGate",https://seekingalpha.com/article/4191056-daily-pharma-scoop-biohaven-pivotal-stage-merck-trial-positive-fda-waives-eyegate,BHVN," Jul. 27, 2018, 3:48 AM ", Avisol Capital Partners,1 Comment,
Citizens Financial Group: Quickly Becoming A Top Performer,https://seekingalpha.com/article/4191048-citizens-financial-group-quickly-becoming-top-performer,CFG," Jul. 27, 2018, 3:46 AM ", Chris B Murphy,,
Savara: Buy The Secondary,https://seekingalpha.com/article/4191049-savara-buy-secondary,SVRA," Jul. 27, 2018, 3:16 AM ", Jonathan Faison,4 Comments,
Chesapeake Energy Common Stock Rally Received A Shot Of Adrenaline,https://seekingalpha.com/article/4191047-chesapeake-energy-common-stock-rally-received-shot-adrenaline,CHK," Jul. 27, 2018, 3:10 AM ", Long Player,19 Comments,
Toll Brothers: Buy,https://seekingalpha.com/article/4191040-toll-brothers-buy,TOL," Jul. 27, 2018, 2:35 AM ", ValueAnalyst,11 Comments,
Investors Get Whiplashed At Nevro,https://seekingalpha.com/article/4191038-investors-get-whiplashed-nevro,NVRO," Jul. 27, 2018, 2:31 AM ", Shareholders Unite,2 Comments,
Martin Midstream: Sale Of WTLPG A Positive,https://seekingalpha.com/article/4191035-martin-midstream-sale-wtlpg-positive,"MMLP, OKE"," Jul. 27, 2018, 2:20 AM ", Michael Boyd,93 Comments,
"Biotech Analysis Central Pharma News: Roche Raises Guidance, Biogen's Alzheimer Promise, GlaxoSmithKline's Panel Vote",https://seekingalpha.com/article/4191026-biotech-analysis-central-pharma-news-roche-raises-guidance-biogens-alzheimer-promise,"ESALY, BIIB, GSK"," Jul. 27, 2018, 1:34 AM ", Terry Chrisomalis,,
Crude Oil Futures May Have Peaked As Oil Majors Chevron And Exxon Mobil Report Earnings,https://seekingalpha.com/article/4191009-crude-oil-futures-may-peaked-oil-majors-chevron-exxon-mobil-report-earnings,"XOM, CVX, USO"," Jul. 27, 2018, 12:18 AM ", Richard Suttmeier,3 Comments,
PAVmed: Medical Device Innovator With A Robust Pipeline,https://seekingalpha.com/article/4190955-pavmed-medical-device-innovator-robust-pipeline,PAVM," Jul. 26, 2018, 9:34 PM ", Mike Havrilla,7 Comments,
Freeport-McMoRan Will Rebound - Again,https://seekingalpha.com/article/4190921-freeport-mcmoran-will-rebound,FCX," Jul. 26, 2018, 8:50 PM ", Vladimir Zernov,36 Comments,
AT&T: It's Earnings That Matter,https://seekingalpha.com/article/4190914-t-earnings-matter,T," Jul. 26, 2018, 8:32 PM ", AllStarTrader,78 Comments,
American Tower: Ready To Pop,https://seekingalpha.com/article/4190878-american-tower-ready-pop,AMT," Jul. 26, 2018, 6:49 PM ", ChartMasterPro,6 Comments,
Old Media Is A Great New Investment: Part 2,https://seekingalpha.com/article/4190874-old-media-great-new-investment-part-2,NXST," Jul. 26, 2018, 6:39 PM ", Kippington Capital Management,,
Thoughts On UPS,https://seekingalpha.com/article/4190871-thoughts-ups,UPS," Jul. 26, 2018, 6:25 PM ", Quad 7 Capital,8 Comments,
Is GM Driving Into A Wall?,https://seekingalpha.com/article/4190840-gm-driving-wall,GM," Jul. 26, 2018, 5:18 PM ", Quad 7 Capital,27 Comments,
Coca-Cola: Bye-Bye Discount,https://seekingalpha.com/article/4190833-coca-cola-bye-bye-discount,KO," Jul. 26, 2018, 5:12 PM ", Quad 7 Capital,11 Comments,
Can Rogers Communications Sustain Its Rapid Wireless Growth?,https://seekingalpha.com/article/4190820-can-rogers-communications-sustain-rapid-wireless-growth,RCI," Jul. 26, 2018, 4:55 PM ", Ploutos Investing,1 Comment,
Mais Cerveja! Ambev Is A Buy In Brazilian Selloff,https://seekingalpha.com/article/4190813-mais-cerveja-ambev-buy-brazilian-selloff,ABEV," Jul. 26, 2018, 4:39 PM ", Holmes Osborne,15 Comments,
Facebook: Buy The Dip,https://seekingalpha.com/article/4190809-facebook-buy-dip,FB," Jul. 26, 2018, 4:27 PM ", Gary Alexander,189 Comments,
Norfolk Southern: I'm Impressed,https://seekingalpha.com/article/4190800-norfolk-southern-impressed,NSC," Jul. 26, 2018, 4:20 PM ", Leo Nelissen,11 Comments,
ToughBuilt Industries Files For $17 Million U.S. IPO,https://seekingalpha.com/article/4190772-toughbuilt-industries-files-17-million-u-s-ipo,TBLT," Jul. 26, 2018, 3:31 PM ", Donovan Jones,,
Crosswind Holdings: Impending Liquidation Offers An Absolute Return Of 17% And An IRR Of 52%,https://seekingalpha.com/article/4190693-crosswind-holdings-impending-liquidation-offers-absolute-return-17-percent-irr-52-percent,CRSWF," Jul. 26, 2018, 3:18 PM ", Small Cap Master,1 Comment,
AT&T: Too Much Fuss On The Bad,https://seekingalpha.com/article/4190726-t-much-fuss-bad,T," Jul. 26, 2018, 3:06 PM ", Stone Fox Capital,98 Comments,
Anheuser-Busch InBev Is A Great Company At A Fair Price,https://seekingalpha.com/article/4190671-anheuser-busch-inbev-great-company-fair-price,BUD," Jul. 26, 2018, 2:35 PM ", Brecht Hanssens,17 Comments,
Quality Over Quantity Paying Off For Regions Financial,https://seekingalpha.com/article/4190604-quality-quantity-paying-regions-financial,RF," Jul. 26, 2018, 2:12 PM "," Stephen Simpson, CFA",7 Comments,
iRhythm Technologies: Looming Reimbursement Cut And Highly Motivated Competition Should Give Investors Palpitations,https://seekingalpha.com/article/4190530-irhythm-technologies-looming-reimbursement-cut-highly-motivated-competition-give-investors,IRTC," Jul. 26, 2018, 1:50 PM ", Culper,5 Comments,
Can Viking Therapeutics Stock Spike To $14?,https://seekingalpha.com/article/4190515-can-viking-therapeutics-stock-spike-14,VKTX," Jul. 26, 2018, 1:40 PM ", TipRanks,10 Comments,
PeerStream Aims For $5 Million Uplisting To Nasdaq,https://seekingalpha.com/article/4190493-peerstream-aims-5-million-uplisting-nasdaq,PEER," Jul. 26, 2018, 1:15 PM ", Donovan Jones,1 Comment,
Eagle Bulk: Attractive For Exposure Before Second Quarter Results,https://seekingalpha.com/article/4190479-eagle-bulk-attractive-exposure-second-quarter-results,EGLE," Jul. 26, 2018, 12:45 PM ", Disruptive Investor,4 Comments,
A Systematic Evaluation Of 10 Stocks,https://seekingalpha.com/article/4190472-systematic-evaluation-10-stocks,"ACB, AKTS, AUDC"," Jul. 26, 2018, 12:33 PM ", Yuval Taylor,23 Comments,
I Still Believe In Facebook,https://seekingalpha.com/article/4190466-still-believe-facebook,FB," Jul. 26, 2018, 12:16 PM ", Erich Reimer,168 Comments,
Dover And Twin River Will Keep Surprising,https://seekingalpha.com/article/4190449-dover-twin-river-will-keep-surprising,DDE," Jul. 26, 2018, 12:11 PM ", Mauro Solis,1 Comment,
Alibaba: Take Advantage Of Short-Term Trade Headlines,https://seekingalpha.com/article/4190444-alibaba-take-advantage-short-term-trade-headlines,BABA," Jul. 26, 2018, 12:03 PM ", Bluesea Research,9 Comments,
"'Ok Google, Define Uptrend'",https://seekingalpha.com/article/4190454-ok-google-define-uptrend,"GOOG, GOOGL"," Jul. 26, 2018, 11:43 AM ", The Fortune Teller,19 Comments,
Open Letter To Tesla's Board,https://seekingalpha.com/article/4190447-open-letter-teslas-board,TSLA," Jul. 26, 2018, 11:36 AM ", Chief Fundamentals Officer,481 Comments,
AT&T FirstNet: An Opportunity For Radcom?,https://seekingalpha.com/article/4190440-t-firstnet-opportunity-radcom,RDCM," Jul. 26, 2018, 11:28 AM ", Mike Arnold,18 Comments,
Global Blood Therapeutics: What The Market Is Missing,https://seekingalpha.com/article/4190436-global-blood-therapeutics-market-missing,GBT," Jul. 26, 2018, 11:22 AM ", Decision Analytics,45 Comments,
The Narrow Win For Boeing,https://seekingalpha.com/article/4190413-narrow-win-boeing,"BA, EADSF"," Jul. 26, 2018, 11:05 AM ", Dhierin Bechai,15 Comments,
"Sensata Performing Better, But Still Not Convincing The Bears",https://seekingalpha.com/article/4190425-sensata-performing-better-still-convincing-bears,Editors' Pick , ST," Jul. 26, 2018, 11:04 AM "," Stephen Simpson, CFA",
Microsoft: When Traditional Valuation Metrics Don't Matter That Much,https://seekingalpha.com/article/4190412-microsoft-traditional-valuation-metrics-matter-much,MSFT," Jul. 26, 2018, 11:03 AM ", Bert Hochfeld,28 Comments,
Aurora Mobile IPO: 304% Revenue Growth And Goldman Acquired Convertible Notes,https://seekingalpha.com/article/4190417-aurora-mobile-ipo-304-percent-revenue-growth-goldman-acquired-convertible-notes,JG," Jul. 26, 2018, 10:41 AM ", Wilsonville Capital,1 Comment,
"KemPharm: Low Stock Price, A Conference Call, And Binary Events Set Stage",https://seekingalpha.com/article/4190411-kempharm-low-stock-price-conference-call-binary-events-set-stage,KMPH," Jul. 26, 2018, 10:31 AM ", Spencer Osborne,32 Comments,
Full Steam Ahead: Recent Data Points To Continued Climb For Educational Development Stock,https://seekingalpha.com/article/4190409-full-steam-ahead-recent-data-points-continued-climb-educational-development-stock,Editors' Pick , EDUC," Jul. 26, 2018, 10:22 AM ", Monocle Accounting Research,9 Comments
Agenus Illustrates Dilution And Non-Dilution Perils,https://seekingalpha.com/article/4190407-agenus-illustrates-dilution-non-dilution-perils,AGEN," Jul. 26, 2018, 10:19 AM ", William Meyers,24 Comments,
PetMed Express: Ahead Of The Curve,https://seekingalpha.com/article/4190403-petmed-express-ahead-curve,PETS," Jul. 26, 2018, 10:08 AM ", David Trainer,7 Comments,
